CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue,
оч╢щел,2007,9,121.30,24.75,16.4686,
оч╢щел,2007,10,121.30,24.75,10.4289,
оч╢щел,2007,11,121.30,24.75,2.45051,
оч╢щел,2007,12,121.30,24.75,0.854672,
оч╢щел,2008,1,121.30,24.75,1.96404,
оч╢щел,2008,2,121.30,24.75,3.73548,
оч╢щел,2008,3,121.30,24.75,7.70945,
оч╢щел,2008,4,121.30,24.75,5.40622,
оч╢щел,2008,5,121.30,24.75,10.1117,
оч╢щел,2008,6,121.30,24.75,10.4305,
оч╢щел,2008,7,121.30,24.75,12.0153,
оч╢щел,2008,8,121.30,24.75,3.29453,
оч╢щел,2008,9,121.30,24.75,52.9142,
оч╢щел,2008,10,121.30,24.75,0.677598,
оч╢щел,2008,11,121.30,24.75,3.8908,
оч╢щел,2008,12,121.30,24.75,1.48291,
оч╢щел,2009,1,121.30,24.75,0.297619,
оч╢щел,2009,2,121.30,24.75,1.18693,
оч╢щел,2009,3,121.30,24.75,7.52293,
оч╢щел,2009,4,121.30,24.75,7.12321,
оч╢щел,2009,5,121.30,24.75,1.33317,
оч╢щел,2009,6,121.30,24.75,12.3826,
оч╢щел,2009,7,121.30,24.75,1.19145,
оч╢щел,2009,8,121.30,24.75,23.9009,
оч╢щел,2009,9,121.30,24.75,1.22344,
оч╢щел,2009,10,121.30,24.75,4.5702,
оч╢щел,2009,11,121.30,24.75,1.55092,
оч╢щел,2009,12,121.30,24.75,2.07733,
оч╢щел,2010,1,121.30,24.75,3.81815,
оч╢щел,2010,2,121.30,24.75,10.1018,
оч╢щел,2010,3,121.30,24.75,1.9951,
оч╢щел,2010,4,121.30,24.75,5.61372,
оч╢щел,2010,5,121.30,24.75,3.4888,
оч╢щел,2010,6,121.30,24.75,7.94147,
оч╢щел,2010,7,121.30,24.75,6.34096,
оч╢щел,2010,8,121.30,24.75,2.29803,
оч╢щел,2010,9,121.30,24.75,5.50015,
оч╢щел,2010,10,121.30,24.75,5.09245,
оч╢щел,2010,11,121.30,24.75,0.45675,
оч╢щел,2010,12,121.30,24.75,1.24411,
оч╢щел,2011,1,121.30,24.75,3.10378,
оч╢щел,2011,2,121.30,24.75,1.7927,
оч╢щел,2011,3,121.30,24.75,4.13376,
оч╢щел,2011,4,121.30,24.75,1.80597,
оч╢щел,2011,5,121.30,24.75,11.1426,
оч╢щел,2011,6,121.30,24.75,21.7746,
оч╢щел,2011,7,121.30,24.75,8.38181,
оч╢щел,2011,8,121.30,24.75,6.30901,
оч╢щел,2011,9,121.30,24.75,1.64253,
оч╢щел,2011,10,121.30,24.75,5.04023,
оч╢щел,2011,11,121.30,24.75,7.41234,
оч╢щел,2011,12,121.30,24.75,2.8524,
оч╢щел,2012,1,121.30,24.75,5.539,
оч╢щел,2012,2,121.30,24.75,8.74288,
оч╢щел,2012,3,121.30,24.75,3.28127,
оч╢щел,2012,4,121.30,24.75,5.29983,
оч╢щел,2012,5,121.30,24.75,10.7607,
оч╢щел,2012,6,121.30,24.75,17.4701,
оч╢щел,2012,7,121.30,24.75,6.46789,
оч╢щел,2012,8,121.30,24.75,32.0856,
оч╢щел,2012,9,121.30,24.75,9.09544,
оч╢щел,2012,10,121.30,24.75,1.39454,
оч╢щел,2012,11,121.30,24.75,6.73245,
оч╢щел,2012,12,121.30,24.75,6.12904,
оч╢щел,2013,1,121.30,24.75,1.06914,
оч╢щел,2013,2,121.30,24.75,0.153621,
оч╢щел,2013,3,121.30,24.75,2.02172,
оч╢щел,2013,4,121.30,24.75,11.211,
оч╢щел,2013,5,121.30,24.75,10.1274,
оч╢щел,2013,6,121.30,24.75,4.32727,
оч╢щел,2013,7,121.30,24.75,18.0478,
оч╢щел,2013,8,121.30,24.75,27.0951,
оч╢щел,2013,9,121.30,24.75,8.32451,
оч╢щел,2013,10,121.30,24.75,13.4669,
оч╢щел,2013,11,121.30,24.75,1.44737,
оч╢щел,2013,12,121.30,24.75,5.26955,
оч╢щел,2014,1,121.30,24.75,0,
оч╢щел,2014,2,121.30,24.75,2.71996,
оч╢щел,2014,3,121.30,24.75,2.82443,
оч╢щел,2014,4,121.30,24.75,2.18802,
оч╢щел,2014,5,121.30,24.75,10.9405,
оч╢щел,2014,6,121.30,24.75,4.8423,
оч╢щел,2014,7,121.30,24.75,3.79864,
оч╢щел,2014,8,121.30,24.75,2.60523,
оч╢щел,2014,9,121.30,24.75,7.04881,
оч╢щел,2014,10,121.30,24.75,4.45242,
оч╢щел,2014,11,121.30,24.75,1.10898,
оч╢щел,2014,12,121.30,24.75,3.54868,
оч╢щел,2015,1,121.30,24.75,0.39601,
оч╢щел,2015,2,121.30,24.75,1.62394,
оч╢щел,2015,3,121.30,24.75,4.2445,
оч╢щел,2015,4,121.30,24.75,2.47723,
оч╢щел,2015,5,121.30,24.75,9.39619,
оч╢щел,2015,6,121.30,24.75,4.10506,
оч╢щел,2015,7,121.30,24.75,11.8559,
оч╢щел,2015,8,121.30,24.75,22.6814,
оч╢щел,2015,9,121.30,24.75,15.1082,
оч╢щел,2015,10,121.30,24.75,2.14288,
оч╢щел,2015,11,121.30,24.75,0.307304,
оч╢щел,2015,12,121.30,24.75,3.00347,
оч╢щел,2016,1,121.30,24.75,6.42341,
оч╢щел,2016,2,121.30,24.75,1.46088,
оч╢щел,2016,3,121.30,24.75,11.7072,
оч╢щел,2016,4,121.30,24.75,6.89566,
оч╢щел,2016,5,121.30,24.75,4.93158,
оч╢щел,2016,6,121.30,24.75,13.6308,
оч╢щел,2016,7,121.30,24.75,4.80553,
оч╢щел,2016,8,121.30,24.75,4.21071,
оч╢щел,2016,9,121.30,24.75,22.7355,
оч╢щел,2016,10,121.30,24.75,2.53956,
оч╢щел,2016,11,121.30,24.75,3.29791,
оч╢щел,2016,12,121.30,24.75,0.122328,
оч╢щел,2017,1,121.30,24.75,0.529464,
оч╢щел,2017,2,121.30,24.75,3.19751,
оч╢щел,2017,3,121.30,24.75,4.11389,
оч╢щел,2017,4,121.30,24.75,8.44645,
оч╢щел,2017,5,121.30,24.75,8.25789,
оч╢щел,2017,6,121.30,24.75,20.1886,
оч╢щел,2017,7,121.30,24.75,8.35043,
оч╢щел,2017,8,121.30,24.75,0.870506,
оч╢щел,2017,9,121.30,24.75,2.93992,
оч╢щел,2017,10,121.30,24.75,2.05854,
оч╢щел,2017,11,121.30,24.75,2.12634,
оч╢щел,2017,12,121.30,24.75,1.1618,
оч╢щел,2018,1,121.30,24.75,5.23288,
оч╢щел,2018,2,121.30,24.75,4.35477,
оч╢щел,2018,3,121.30,24.75,2.21759,
оч╢щел,2018,4,121.30,24.75,1.91962,
оч╢щел,2018,5,121.30,24.75,1.88803,
оч╢щел,2018,6,121.30,24.75,8.94099,
оч╢щел,2018,7,121.30,24.75,11.7342,
оч╢щел,2018,8,121.30,24.75,10.1554,
оч╢щел,2018,9,121.30,24.75,8.69131,
оч╢щел,2018,10,121.30,24.75,3.64732,
оч╢щел,2018,11,121.30,24.75,0.737975,
оч╢щел,2018,12,121.30,24.75,0.329669,
оч╢щел,2019,1,121.30,24.75,0.708124,
оч╢щел,2019,2,121.30,24.75,0.987889,
оч╢щел,2019,3,121.30,24.75,8.53062,
оч╢щел,2019,4,121.30,24.75,4.98829,
оч╢щел,2019,5,121.30,24.75,11.3532,
оч╢щел,2019,6,121.30,24.75,12.8135,
оч╢щел,2019,7,121.30,24.75,5.40443,
оч╢щел,2019,8,121.30,24.75,14.6149,
оч╢щел,2019,9,121.30,24.75,6.79511,
оч╢щел,2019,10,121.30,24.75,3.0996,
оч╢щел,2019,11,121.30,24.75,0.00364091,
оч╢щел,2019,12,121.30,24.75,1.47615,
оч╢щел,2020,1,121.30,24.75,1.16549,
оч╢щел,2020,2,121.30,24.75,0.828736,
оч╢щел,2020,3,121.30,24.75,3.69096,
оч╢щел,2020,4,121.30,24.75,2.42809,
оч╢щел,2020,5,121.30,24.75,12.5851,
оч╢щел,2020,6,121.30,24.75,2.18615,
оч╢щел,2020,7,121.30,24.75,5.83675,
оч╢щел,2020,8,121.30,24.75,4.25039,
оч╢щел,2020,9,121.30,24.75,2.5385,
оч╢щел,2020,10,121.30,24.75,0.550587,
оч╢щел,2020,11,121.30,24.75,0.146371,
оч╢щел,2020,12,121.30,24.75,2.0822,
оч╢щел,1960,1,121.30,24.80,2.54304,
оч╢щел,1960,2,121.30,24.80,0.731251,
оч╢щел,1960,3,121.30,24.80,4.14542,
оч╢щел,1960,4,121.30,24.80,6.22601,
оч╢щел,1960,5,121.30,24.80,10.0507,
оч╢щел,1960,6,121.30,24.80,10.3602,
оч╢щел,1960,7,121.30,24.80,11.7411,
оч╢щел,1960,8,121.30,24.80,29.1635,
оч╢щел,1960,9,121.30,24.80,5.31345,
оч╢щел,1960,10,121.30,24.80,1.7925,
оч╢щел,1960,11,121.30,24.80,1.98382,
оч╢щел,1960,12,121.30,24.80,1.07788,
оч╢щел,1961,1,121.30,24.80,0.930984,
оч╢щел,1961,2,121.30,24.80,4.70004,
оч╢щел,1961,3,121.30,24.80,6.42429,
оч╢щел,1961,4,121.30,24.80,3.21501,
оч╢щел,1961,5,121.30,24.80,7.03415,
оч╢щел,1961,6,121.30,24.80,1.86987,
оч╢щел,1961,7,121.30,24.80,6.88721,
оч╢щел,1961,8,121.30,24.80,4.30049,
оч╢щел,1961,9,121.30,24.80,23.537,
оч╢щел,1961,10,121.30,24.80,1.32151,
оч╢щел,1961,11,121.30,24.80,2.42894,
оч╢щел,1961,12,121.30,24.80,2.34924,
оч╢щел,1962,1,121.30,24.80,2.751,
оч╢щел,1962,2,121.30,24.80,2.20527,
оч╢щел,1962,3,121.30,24.80,7.33643,
оч╢щел,1962,4,121.30,24.80,3.23812,
оч╢щел,1962,5,121.30,24.80,2.44662,
оч╢щел,1962,6,121.30,24.80,8.56813,
оч╢щел,1962,7,121.30,24.80,4.34436,
оч╢щел,1962,8,121.30,24.80,9.52012,
оч╢щел,1962,9,121.30,24.80,11.816,
оч╢щел,1962,10,121.30,24.80,7.6264,
оч╢щел,1962,11,121.30,24.80,2.67974,
оч╢щел,1962,12,121.30,24.80,0.339025,
оч╢щел,1963,1,121.30,24.80,0.743312,
оч╢щел,1963,2,121.30,24.80,1.19722,
оч╢щел,1963,3,121.30,24.80,2.47577,
оч╢щел,1963,4,121.30,24.80,1.7397,
оч╢щел,1963,5,121.30,24.80,2.02329,
оч╢щел,1963,6,121.30,24.80,7.86084,
оч╢щел,1963,7,121.30,24.80,7.93085,
оч╢щел,1963,8,121.30,24.80,1.75051,
оч╢щел,1963,9,121.30,24.80,29.9307,
оч╢щел,1963,10,121.30,24.80,0.239893,
оч╢щел,1963,11,121.30,24.80,2.46873,
оч╢щел,1963,12,121.30,24.80,1.38161,
оч╢щел,1964,1,121.30,24.80,8.11164,
оч╢щел,1964,2,121.30,24.80,2.99326,
оч╢щел,1964,3,121.30,24.80,1.82932,
оч╢щел,1964,4,121.30,24.80,0.144543,
оч╢щел,1964,5,121.30,24.80,4.32096,
оч╢щел,1964,6,121.30,24.80,9.77825,
оч╢щел,1964,7,121.30,24.80,4.99225,
оч╢щел,1964,8,121.30,24.80,14.2241,
оч╢щел,1964,9,121.30,24.80,2.30326,
оч╢щел,1964,10,121.30,24.80,2.6613,
оч╢щел,1964,11,121.30,24.80,0.0131748,
оч╢щел,1964,12,121.30,24.80,0.682606,
оч╢щел,1965,1,121.30,24.80,4.02937,
оч╢щел,1965,2,121.30,24.80,1.02269,
оч╢щел,1965,3,121.30,24.80,2.82936,
оч╢щел,1965,4,121.30,24.80,4.63879,
оч╢щел,1965,5,121.30,24.80,7.87684,
оч╢щел,1965,6,121.30,24.80,13.3616,
оч╢щел,1965,7,121.30,24.80,7.3634,
оч╢щел,1965,8,121.30,24.80,7.25833,
оч╢щел,1965,9,121.30,24.80,4.79741,
оч╢щел,1965,10,121.30,24.80,2.07043,
оч╢щел,1965,11,121.30,24.80,2.59637,
оч╢щел,1965,12,121.30,24.80,2.1811,
оч╢щел,1966,1,121.30,24.80,1.10851,
оч╢щел,1966,2,121.30,24.80,3.82786,
оч╢щел,1966,3,121.30,24.80,7.11756,
оч╢щел,1966,4,121.30,24.80,5.41596,
оч╢щел,1966,5,121.30,24.80,5.06564,
оч╢щел,1966,6,121.30,24.80,23.4256,
оч╢щел,1966,7,121.30,24.80,2.36638,
оч╢щел,1966,8,121.30,24.80,8.4719,
оч╢щел,1966,9,121.30,24.80,19.7545,
оч╢щел,1966,10,121.30,24.80,0.992601,
оч╢щел,1966,11,121.30,24.80,0.589843,
оч╢щел,1966,12,121.30,24.80,1.39483,
оч╢щел,1967,1,121.30,24.80,3.1675,
оч╢щел,1967,2,121.30,24.80,5.42795,
оч╢щел,1967,3,121.30,24.80,2.28307,
оч╢щел,1967,4,121.30,24.80,4.43267,
оч╢щел,1967,5,121.30,24.80,9.67898,
оч╢щел,1967,6,121.30,24.80,9.33566,
оч╢щел,1967,7,121.30,24.80,6.30202,
оч╢щел,1967,8,121.30,24.80,9.7284,
оч╢щел,1967,9,121.30,24.80,4.26159,
оч╢щел,1967,10,121.30,24.80,8.57397,
оч╢щел,1967,11,121.30,24.80,3.67632,
оч╢щел,1967,12,121.30,24.80,3.07723,
оч╢щел,1968,1,121.30,24.80,0.738379,
оч╢щел,1968,2,121.30,24.80,13.8965,
оч╢щел,1968,3,121.30,24.80,7.12365,
оч╢щел,1968,4,121.30,24.80,3.03606,
оч╢щел,1968,5,121.30,24.80,9.14688,
оч╢щел,1968,6,121.30,24.80,15.3885,
оч╢щел,1968,7,121.30,24.80,7.83794,
оч╢щел,1968,8,121.30,24.80,9.26941,
оч╢щел,1968,9,121.30,24.80,6.75776,
оч╢щел,1968,10,121.30,24.80,3.60762,
оч╢щел,1968,11,121.30,24.80,0.238036,
оч╢щел,1968,12,121.30,24.80,1.46192,
оч╢щел,1969,1,121.30,24.80,3.00182,
оч╢щел,1969,2,121.30,24.80,4.91011,
оч╢щел,1969,3,121.30,24.80,7.59739,
оч╢щел,1969,4,121.30,24.80,1.06417,
оч╢щел,1969,5,121.30,24.80,3.21992,
оч╢щел,1969,6,121.30,24.80,12.5934,
оч╢щел,1969,7,121.30,24.80,13.0415,
оч╢щел,1969,8,121.30,24.80,10.683,
оч╢щел,1969,9,121.30,24.80,23.956,
оч╢щел,1969,10,121.30,24.80,17.6106,
оч╢щел,1969,11,121.30,24.80,1.47021,
оч╢щел,1969,12,121.30,24.80,0.444644,
оч╢щел,1970,1,121.30,24.80,6.65892,
оч╢щел,1970,2,121.30,24.80,1.77292,
оч╢щел,1970,3,121.30,24.80,10.5842,
оч╢щел,1970,4,121.30,24.80,1.92067,
оч╢щел,1970,5,121.30,24.80,7.49559,
оч╢щел,1970,6,121.30,24.80,15.4141,
оч╢щел,1970,7,121.30,24.80,2.57584,
оч╢щел,1970,8,121.30,24.80,13.4524,
оч╢щел,1970,9,121.30,24.80,25.0196,
оч╢щел,1970,10,121.30,24.80,3.13651,
оч╢щел,1970,11,121.30,24.80,0.653929,
оч╢щел,1970,12,121.30,24.80,3.88365,
оч╢щел,1971,1,121.30,24.80,5.50595,
оч╢щел,1971,2,121.30,24.80,2.84764,
оч╢щел,1971,3,121.30,24.80,1.9697,
оч╢щел,1971,4,121.30,24.80,1.73451,
оч╢щел,1971,5,121.30,24.80,8.28034,
оч╢щел,1971,6,121.30,24.80,9.96079,
оч╢щел,1971,7,121.30,24.80,1.6823,
оч╢щел,1971,8,121.30,24.80,1.54295,
оч╢щел,1971,9,121.30,24.80,26.4869,
оч╢щел,1971,10,121.30,24.80,2.46392,
оч╢щел,1971,11,121.30,24.80,2.43073,
оч╢щел,1971,12,121.30,24.80,3.16918,
оч╢щел,1972,1,121.30,24.80,5.19165,
оч╢щел,1972,2,121.30,24.80,3.99463,
оч╢щел,1972,3,121.30,24.80,1.36308,
оч╢щел,1972,4,121.30,24.80,3.48476,
оч╢щел,1972,5,121.30,24.80,10.8179,
оч╢щел,1972,6,121.30,24.80,10.911,
оч╢щел,1972,7,121.30,24.80,12.6042,
оч╢щел,1972,8,121.30,24.80,23.6661,
оч╢щел,1972,9,121.30,24.80,1.50659,
оч╢щел,1972,10,121.30,24.80,0.41712,
оч╢щел,1972,11,121.30,24.80,2.90181,
оч╢щел,1972,12,121.30,24.80,3.81703,
оч╢щел,1973,1,121.30,24.80,4.00367,
оч╢щел,1973,2,121.30,24.80,2.09064,
оч╢щел,1973,3,121.30,24.80,2.17713,
оч╢щел,1973,4,121.30,24.80,8.54405,
оч╢щел,1973,5,121.30,24.80,6.09982,
оч╢щел,1973,6,121.30,24.80,8.14766,
оч╢щел,1973,7,121.30,24.80,4.90916,
оч╢щел,1973,8,121.30,24.80,7.3712,
оч╢щел,1973,9,121.30,24.80,3.27349,
оч╢щел,1973,10,121.30,24.80,3.75518,
оч╢щел,1973,11,121.30,24.80,2.02469,
оч╢щел,1973,12,121.30,24.80,1.02754,
оч╢щел,1974,1,121.30,24.80,0.447189,
оч╢щел,1974,2,121.30,24.80,3.88252,
оч╢щел,1974,3,121.30,24.80,3.60217,
оч╢щел,1974,4,121.30,24.80,11.0184,
оч╢щел,1974,5,121.30,24.80,10.4436,
оч╢щел,1974,6,121.30,24.80,19.559,
оч╢щел,1974,7,121.30,24.80,5.43516,
оч╢щел,1974,8,121.30,24.80,3.64819,
оч╢щел,1974,9,121.30,24.80,6.4346,
оч╢щел,1974,10,121.30,24.80,12.5747,
оч╢щел,1974,11,121.30,24.80,2.04093,
оч╢щел,1974,12,121.30,24.80,4.00265,
оч╢щел,1975,1,121.30,24.80,5.54654,
оч╢щел,1975,2,121.30,24.80,3.56871,
оч╢щел,1975,3,121.30,24.80,9.41751,
оч╢щел,1975,4,121.30,24.80,5.25214,
оч╢щел,1975,5,121.30,24.80,13.2273,
оч╢щел,1975,6,121.30,24.80,20.4883,
оч╢щел,1975,7,121.30,24.80,6.06334,
оч╢щел,1975,8,121.30,24.80,20.7922,
оч╢щел,1975,9,121.30,24.80,11.5861,
оч╢щел,1975,10,121.30,24.80,6.39246,
оч╢щел,1975,11,121.30,24.80,1.25797,
оч╢щел,1975,12,121.30,24.80,4.00508,
оч╢щел,1976,1,121.30,24.80,1.09863,
оч╢щел,1976,2,121.30,24.80,2.85708,
оч╢щел,1976,3,121.30,24.80,3.72293,
оч╢щел,1976,4,121.30,24.80,4.56631,
оч╢щел,1976,5,121.30,24.80,10.1423,
оч╢щел,1976,6,121.30,24.80,7.94317,
оч╢щел,1976,7,121.30,24.80,6.62661,
оч╢щел,1976,8,121.30,24.80,11.0029,
оч╢щел,1976,9,121.30,24.80,5.10619,
оч╢щел,1976,10,121.30,24.80,1.57927,
оч╢щел,1976,11,121.30,24.80,1.19152,
оч╢щел,1976,12,121.30,24.80,0.371231,
оч╢щел,1977,1,121.30,24.80,5.52512,
оч╢щел,1977,2,121.30,24.80,3.02191,
оч╢щел,1977,3,121.30,24.80,2.14611,
оч╢щел,1977,4,121.30,24.80,1.1793,
оч╢щел,1977,5,121.30,24.80,7.33633,
оч╢щел,1977,6,121.30,24.80,16.3006,
оч╢щел,1977,7,121.30,24.80,13.8363,
оч╢щел,1977,8,121.30,24.80,12.7247,
оч╢щел,1977,9,121.30,24.80,8.7686,
оч╢щел,1977,10,121.30,24.80,2.70893,
оч╢щел,1977,11,121.30,24.80,2.29674,
оч╢щел,1977,12,121.30,24.80,4.46033,
оч╢щел,1978,1,121.30,24.80,4.91908,
оч╢щел,1978,2,121.30,24.80,2.84333,
оч╢щел,1978,3,121.30,24.80,15.9998,
оч╢щел,1978,4,121.30,24.80,6.4839,
оч╢щел,1978,5,121.30,24.80,10.923,
оч╢щел,1978,6,121.30,24.80,3.76452,
оч╢щел,1978,7,121.30,24.80,1.14718,
оч╢щел,1978,8,121.30,24.80,5.11038,
оч╢щел,1978,9,121.30,24.80,12.972,
оч╢щел,1978,10,121.30,24.80,6.98291,
оч╢щел,1978,11,121.30,24.80,0.918936,
оч╢щел,1978,12,121.30,24.80,3.71443,
оч╢щел,1979,1,121.30,24.80,1.99717,
оч╢щел,1979,2,121.30,24.80,2.84209,
оч╢щел,1979,3,121.30,24.80,8.03033,
оч╢щел,1979,4,121.30,24.80,4.22667,
оч╢щел,1979,5,121.30,24.80,9.94953,
оч╢щел,1979,6,121.30,24.80,15.0312,
оч╢щел,1979,7,121.30,24.80,4.01325,
оч╢щел,1979,8,121.30,24.80,18.9639,
оч╢щел,1979,9,121.30,24.80,8.02865,
оч╢щел,1979,10,121.30,24.80,8.26265,
оч╢щел,1979,11,121.30,24.80,4.65144,
оч╢щел,1979,12,121.30,24.80,1.13587,
оч╢щел,1980,1,121.30,24.80,4.55959,
оч╢щел,1980,2,121.30,24.80,7.08573,
оч╢щел,1980,3,121.30,24.80,3.33732,
оч╢щел,1980,4,121.30,24.80,7.34873,
оч╢щел,1980,5,121.30,24.80,5.26393,
оч╢щел,1980,6,121.30,24.80,8.09622,
оч╢щел,1980,7,121.30,24.80,3.28284,
оч╢щел,1980,8,121.30,24.80,9.7928,
оч╢щел,1980,9,121.30,24.80,7.39731,
оч╢щел,1980,10,121.30,24.80,2.8635,
оч╢щел,1980,11,121.30,24.80,3.47344,
оч╢щел,1980,12,121.30,24.80,0.468194,
оч╢щел,1981,1,121.30,24.80,0.0872199,
оч╢щел,1981,2,121.30,24.80,5.83257,
оч╢щел,1981,3,121.30,24.80,7.28216,
оч╢щел,1981,4,121.30,24.80,4.20192,
оч╢щел,1981,5,121.30,24.80,16.3438,
оч╢щел,1981,6,121.30,24.80,19.4192,
оч╢щел,1981,7,121.30,24.80,24.0977,
оч╢щел,1981,8,121.30,24.80,5.09048,
оч╢щел,1981,9,121.30,24.80,7.06525,
оч╢щел,1981,10,121.30,24.80,3.16149,
оч╢щел,1981,11,121.30,24.80,5.11706,
оч╢щел,1981,12,121.30,24.80,3.17494,
оч╢щел,1982,1,121.30,24.80,0.969496,
оч╢щел,1982,2,121.30,24.80,4.81214,
оч╢щел,1982,3,121.30,24.80,5.02377,
оч╢щел,1982,4,121.30,24.80,5.70422,
оч╢щел,1982,5,121.30,24.80,4.51252,
оч╢щел,1982,6,121.30,24.80,10.2231,
оч╢щел,1982,7,121.30,24.80,13.1557,
оч╢щел,1982,8,121.30,24.80,11.159,
оч╢щел,1982,9,121.30,24.80,5.51619,
оч╢щел,1982,10,121.30,24.80,0.420543,
оч╢щел,1982,11,121.30,24.80,3.77793,
оч╢щел,1982,12,121.30,24.80,2.01595,
оч╢щел,1983,1,121.30,24.80,5.21498,
оч╢щел,1983,2,121.30,24.80,20.3402,
оч╢щел,1983,3,121.30,24.80,21.3023,
оч╢щел,1983,4,121.30,24.80,2.95823,
оч╢щел,1983,5,121.30,24.80,11.1551,
оч╢щел,1983,6,121.30,24.80,7.36497,
оч╢щел,1983,7,121.30,24.80,2.4061,
оч╢щел,1983,8,121.30,24.80,2.63813,
оч╢щел,1983,9,121.30,24.80,7.42519,
оч╢щел,1983,10,121.30,24.80,0.813577,
оч╢щел,1983,11,121.30,24.80,0.270793,
оч╢щел,1983,12,121.30,24.80,1.48595,
оч╢щел,1984,1,121.30,24.80,1.55007,
оч╢щел,1984,2,121.30,24.80,2.49938,
оч╢щел,1984,3,121.30,24.80,6.0158,
оч╢щел,1984,4,121.30,24.80,11.2549,
оч╢щел,1984,5,121.30,24.80,10.031,
оч╢щел,1984,6,121.30,24.80,19.0878,
оч╢щел,1984,7,121.30,24.80,2.29467,
оч╢щел,1984,8,121.30,24.80,24.558,
оч╢щел,1984,9,121.30,24.80,6.00703,
оч╢щел,1984,10,121.30,24.80,2.04157,
оч╢щел,1984,11,121.30,24.80,1.90235,
оч╢щел,1984,12,121.30,24.80,0.401121,
оч╢щел,1985,1,121.30,24.80,1.81057,
оч╢щел,1985,2,121.30,24.80,20.6425,
оч╢щел,1985,3,121.30,24.80,4.05035,
оч╢щел,1985,4,121.30,24.80,6.39131,
оч╢щел,1985,5,121.30,24.80,2.02477,
оч╢щел,1985,6,121.30,24.80,6.6564,
оч╢щел,1985,7,121.30,24.80,10.6636,
оч╢щел,1985,8,121.30,24.80,18.5958,
оч╢щел,1985,9,121.30,24.80,9.94086,
оч╢щел,1985,10,121.30,24.80,5.83755,
оч╢щел,1985,11,121.30,24.80,2.5226,
оч╢щел,1985,12,121.30,24.80,5.75686,
оч╢щел,1986,1,121.30,24.80,1.37914,
оч╢щел,1986,2,121.30,24.80,6.01321,
оч╢щел,1986,3,121.30,24.80,13.4997,
оч╢щел,1986,4,121.30,24.80,2.50081,
оч╢щел,1986,5,121.30,24.80,10.8857,
оч╢щел,1986,6,121.30,24.80,12.4107,
оч╢щел,1986,7,121.30,24.80,4.635,
оч╢щел,1986,8,121.30,24.80,17.1437,
оч╢щел,1986,9,121.30,24.80,9.79126,
оч╢щел,1986,10,121.30,24.80,0.16824,
оч╢щел,1986,11,121.30,24.80,1.96612,
оч╢щел,1986,12,121.30,24.80,1.00635,
оч╢щел,1987,1,121.30,24.80,1.61351,
оч╢щел,1987,2,121.30,24.80,2.19581,
оч╢щел,1987,3,121.30,24.80,9.19243,
оч╢щел,1987,4,121.30,24.80,4.38163,
оч╢щел,1987,5,121.30,24.80,9.10718,
оч╢щел,1987,6,121.30,24.80,9.27461,
оч╢щел,1987,7,121.30,24.80,14.756,
оч╢щел,1987,8,121.30,24.80,4.59724,
оч╢щел,1987,9,121.30,24.80,9.82745,
оч╢щел,1987,10,121.30,24.80,9.17804,
оч╢щел,1987,11,121.30,24.80,1.41712,
оч╢щел,1987,12,121.30,24.80,1.75291,
оч╢щел,1988,1,121.30,24.80,2.79589,
оч╢щел,1988,2,121.30,24.80,1.88864,
оч╢щел,1988,3,121.30,24.80,7.81078,
оч╢щел,1988,4,121.30,24.80,9.6712,
оч╢щел,1988,5,121.30,24.80,5.48588,
оч╢щел,1988,6,121.30,24.80,6.25134,
оч╢щел,1988,7,121.30,24.80,0.760176,
оч╢щел,1988,8,121.30,24.80,6.66413,
оч╢щел,1988,9,121.30,24.80,6.93736,
оч╢щел,1988,10,121.30,24.80,2.8831,
оч╢щел,1988,11,121.30,24.80,1.60415,
оч╢щел,1988,12,121.30,24.80,0.883566,
оч╢щел,1989,1,121.30,24.80,1.51548,
оч╢щел,1989,2,121.30,24.80,0.768924,
оч╢щел,1989,3,121.30,24.80,3.32477,
оч╢щел,1989,4,121.30,24.80,8.99418,
оч╢щел,1989,5,121.30,24.80,11.9546,
оч╢щел,1989,6,121.30,24.80,3.36084,
оч╢щел,1989,7,121.30,24.80,9.99251,
оч╢щел,1989,8,121.30,24.80,8.09517,
оч╢щел,1989,9,121.30,24.80,14.1619,
оч╢щел,1989,10,121.30,24.80,0.586767,
оч╢щел,1989,11,121.30,24.80,1.1095,
оч╢щел,1989,12,121.30,24.80,3.14837,
оч╢щел,1990,1,121.30,24.80,5.66541,
оч╢щел,1990,2,121.30,24.80,5.03918,
оч╢щел,1990,3,121.30,24.80,3.6194,
оч╢щел,1990,4,121.30,24.80,16.9549,
оч╢щел,1990,5,121.30,24.80,3.10999,
оч╢щел,1990,6,121.30,24.80,13.0569,
оч╢щел,1990,7,121.30,24.80,3.60589,
оч╢щел,1990,8,121.30,24.80,28.6583,
оч╢щел,1990,9,121.30,24.80,9.92211,
оч╢щел,1990,10,121.30,24.80,0.929243,
оч╢щел,1990,11,121.30,24.80,1.76609,
оч╢щел,1990,12,121.30,24.80,0.229656,
оч╢щел,1991,1,121.30,24.80,2.96818,
оч╢щел,1991,2,121.30,24.80,2.8508,
оч╢щел,1991,3,121.30,24.80,2.75161,
оч╢щел,1991,4,121.30,24.80,5.24747,
оч╢щел,1991,5,121.30,24.80,3.73892,
